	Test Accuracy	Test Top-4 Accuracy	Training Accuracy	Training Top-4 Accuracy	Validation Accuracy	Validation Top-4 Accuracy	denseNodes	dropout1	dropout2	featureVectorString	outputshape	self
0	0.8599999992052714	0.9866666666666667	0.9583516001753617	0.9995615957913196	0.8704028016840305	0.9877408069612266	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_035_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024C0CBB5E48>
1	0.8599999992052714	0.9866666666666667	0.9508987286277948	0.9995615957913196	0.8739054286542581	0.9894921183586121	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_035_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024C29EAAFD0>
2	0.8466666674613953	0.9833333341280619	0.9355545813501116	0.9991231915826392	0.8669001739830979	0.9877408048734982	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_035_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024C2C099D68>
3	0.8400000007947286	0.9866666666666667	0.9491451118192041	1.0	0.8774080548937809	0.9877408048734982	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_050_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024C2BD41C88>
4	0.8633333333333333	0.9933333333333333	0.9430074529238094	0.9995615957913196	0.8721541154823036	0.9877408059173624	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_050_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024D093D80F0>
5	0.8466666658719381	0.9866666666666667	0.9671196843489698	0.9995615957913196	0.8774080548937809	0.9912434318437259	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_050_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024D0B6F1C50>
6	0.8766666666666667	0.9933333333333333	0.9451994739149496	0.9986847873739588	0.8896672492895777	0.9929947471034088	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_075_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024D27B8C1D0>
7	0.8866666674613952	0.9966666666666667	0.9513371328364753	1.0	0.896672503960738	0.9947460605885227	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_075_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024D36305860>
8	0.8433333341280619	0.9966666666666667	0.9579131959666812	1.0	0.8879159368483281	0.9947460605885227	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_075_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024D37EC70B8>
9	0.8566666674613953	0.9966666666666667	0.9561595791580906	0.9995615957913196	0.9001751302002607	0.9912434318437259	128	0.25	0.25	https://tfhub.dev/google/imagenet/mobilenet_v2_100_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000024D5A9FF400>
